t_index	term	df
11828	mata	1
11829	matador	1
11830	match	232
11831	matchday	1
11832	matchwinn	1
11833	mate	33
11834	mateja	2
11835	mater	1
11836	materi	71
11837	materialis	3
11838	materialist	3
11839	matern	7
11840	matfield	3
11841	math	6
11842	mathemat	4
11843	mather	1
11844	mathew	12
11845	mathieson	3
11846	mathieu	5
11847	matin	2
11848	matiss	2
11849	matrix	8
11850	matron	3
11851	matshushita	1
11852	matsuoka	1
11853	matsushita	5
11854	matsuura	1
11855	matt	48
11856	matteo	1
11857	matter	127
11858	matthew	33
11859	matthieu	1
11860	mattress	2
11861	matur	20
11862	mauger	2
11863	maul	3
11864	mauresmo	3
11865	mauri	1
11866	mauric	10
11867	mauritius	3
11868	mauro	4
11869	mauskopf	1
11870	maverick	2
11871	mavi	1
11872	mawer	1
11873	mawrey	1
11874	mawson	1
11875	max	11
11876	maxi	1
11877	maxim	1
11878	maximis	7
11879	maximov	1
11880	maximum	22
11881	maxwel	1
11882	maya	1
11883	mayb	49
11884	mayer	1
11885	mayerhofl	1
11886	mayerholf	1
11887	mayfair	2
11888	mayfield	1
11889	mayhem	1
11890	mayland	3
11891	mayock	1
11892	mayor	13
11893	mazanec	1
11894	maze	1
11895	mazen	1
11896	mazi	2
11897	mbaban	1
11898	mbe	1
11899	mbeki	3
11900	mbes	2
11901	mbita	2
11902	mblox	4
11903	mbps	2
11904	mc	3
11905	mcafe	2
11906	mcalinden	1
11907	mcallist	4
11908	mcalmont	1
11909	mcavoy	1
11910	mcb	1
11911	mcbride	2
11912	mcbryde	7
11913	mcburney	2
11914	mccabe	1
11915	mccafe	1
11916	mccafferti	4
11917	mccain	2
11918	mccall	3
11919	mccambridg	1
11920	mccarthi	5
11921	mccartney	9
11922	mccaughrean	2
11923	mcclaren	4
11924	mcclelland	1
11925	mcconnel	8
11926	mccormack	1
11927	mccormick	3
11928	mccourt	1
11929	mccreadi	1
11930	mccririck	3
11931	mccullough	1
11932	mccune	1
11933	mccurri	1
11934	mcd	1
11935	mcdonagh	1
11936	mcdonald	13
11937	mcdowel	1
11938	mcenro	3
11939	mcente	1
11940	mcevoy	1
11941	mcewan	1
11942	mcewen	2
11943	mcfadden	8
11944	mcfadyen	1
11945	mcfarlan	2
11946	mcfeeley	1
11947	mcfli	3
11948	mcgeadi	3
11949	mcgee	2
11950	mcgeough	1
11951	mcgraw	3
11952	mcgreal	1
11953	mcgregor	7
11954	mcguigan	1
11955	mcguin	1
11956	mcguir	5
11957	mcgurk	1
11958	mci	10
11959	mcilori	1
11960	mcilroy	8
11961	mcindo	1
11962	mcintosh	1
11963	mcintyr	2
11964	mcivor	1
11965	mckechni	1
11966	mckee	1
11967	mckendri	3
11968	mckenzi	2
11969	mckiernan	1
11970	mckillop	1
11971	mckoy	1
11972	mclaughlin	1
11973	mclean	1
11974	mcleish	5
11975	mclennan	6
11976	mcletchi	4
11977	mclibel	1
11978	mcmahon	1
11979	mcmanaman	2
11980	mcmanus	7
11981	mcmillan	2
11982	mcmullen	1
11983	mcnamara	2
11984	mcname	3
11985	mcnaughton	1
11986	mcneic	1
11987	mcnichola	2
11988	mcnulti	1
11989	mcpake	1
11990	mcpartlin	1
11991	mcqueen	2
11992	mcrae	3
11993	mcshane	1
11994	mcsweeney	1
11995	mcwhirter	1
11996	mda	6
11997	mdas	2
11998	mdr	3
11999	meadow	5
12000	meagr	2
12001	meal	5
12002	mean	299
12003	meaning	6
12004	meaningless	7
12005	meant	81
12006	meantim	10
12007	meanwhil	127
12008	mear	1
12009	measur	124
12010	meat	4
12011	mecca	1
12012	mech	2
12013	mechan	20
12014	medal	39
12015	medalist	1
12016	medallist	17
12017	meddl	2
12018	medecin	1
12019	media	190
12020	medial	1
12021	mediametri	1
12022	mediat	5
12023	mediavest	1
12024	medic	37
12025	medicaid	1
12026	medicin	12
12027	mediev	1
12028	mediobanca	1
12029	mediocr	1
12030	mediterranean	1
12031	mediterrann	1
12032	medium	28
12033	medley	1
12034	meersseman	1
12035	meet	294
12036	mef	2
12037	mefin	4
12038	meg	1
12039	mega	1
12040	megabit	11
12041	megabyt	7
12042	megaflop	2
12043	megan	1
12044	megapixel	11
12045	megastar	1
12046	megastor	3
12047	megawati	1
12048	megawatt	2
12049	meghan	1
12050	meghann	1
12051	megson	2
12052	mehdi	1
12053	mehrten	4
12054	mehta	3
12055	meibion	1
12056	meighan	1
12057	meiland	1
12058	mekong	1
12059	mel	8
12060	melancholi	3
12061	melancholia	2
12062	melani	1
12063	melbourn	21
12064	melcher	1
12065	meldrum	1
12066	melinda	1
12067	melissa	1
12068	mellberg	1
12069	mellon	3
12070	mellor	1
12071	mellow	2
12072	melodi	1
12073	melon	1
12074	melt	1
12075	meltdown	2
12076	melton	1
12077	meltus	1
12078	melua	1
12079	melvill	2
12080	melzer	8
12081	member	239
12082	membership	23
12083	meme	1
12084	memo	1
12085	memoir	2
12086	memon	1
12087	memor	8
12088	memorabilia	6
12089	memorandum	5
12090	memori	64
12091	memphi	2
12092	men	118
12093	menac	7
12094	menageri	1
12095	menatep	7
12096	mencap	3
12097	mend	5
12098	mendaci	1
12099	mendelsohn	1
12100	mendi	1
12101	mendieta	1
12102	menez	1
12103	mengniu	1
12104	mennear	1
12105	mens	1
12106	menswear	1
12107	mental	23
12108	mention	44
12109	mentor	3
12110	menu	9
12111	menus	4
12112	menzi	9
12113	meo	1
12114	mep	19
12115	mercantil	1
12116	merced	8
12117	mercer	3
12118	merchandis	7
12119	merchant	10
12120	merci	2
12121	merck	1
12122	mercuri	12
12123	mere	18
12124	meredith	1
12125	merengu	1
12126	merg	35
12127	merger	31
12128	merionnydd	1
12129	merit	21
12130	meritocraci	1
12131	merl	1
12132	mermaid	1
12133	merri	5
12134	merriam	1
12135	merrier	1
12136	merril	7
12137	merrin	1
12138	merritt	1
12139	mersey	1
12140	merseysid	2
12141	mervyn	7
12142	meryl	5
12143	meseret	2
12144	mesmer	2
12145	mesmeris	2
12146	mess	14
12147	messag	139
12148	messageboard	1
12149	messagelab	1
12150	messeng	6
12151	messi	2
12152	messian	1
12153	messier	1
12154	met	96
12155	meta	1
12156	metadata	1
12157	metal	21
12158	metallica	4
12159	metaphor	1
12160	metatars	1
12161	mete	1
12162	meteor	4
12163	meter	1
12164	methat	1
12165	method	28
12166	methodolog	2
12167	meti	1
12168	meticul	5
12169	metlif	1
12170	metr	24
12171	metric	1
12172	metroid	2
12173	metrojaya	1
12174	metropoli	1
12175	metropolitan	17
12176	metrovia	1
12177	mexican	7
12178	mexico	18
12179	meyer	2
12180	mfa	1
12181	mg	3
12182	mgm	9
12183	mgs	1
12184	mi	2
12185	mi5	1
12186	mi6	3
12187	mia	4
12188	miami	8
12189	mic	1
12190	micah	1
12191	mice	2
12192	micha	1
12193	michael	226
12194	michaella	1
12195	michalak	8
12196	michali	1
12197	michel	9
12198	michelangelo	1
12199	michell	10
12200	michelmor	1
12201	michigan	2
12202	mick	8
12203	mickey	1
12204	micro	10
12205	microcosm	1
12206	microphon	9
12207	microprocessor	1
12208	microsoft	85
12209	microsystem	2
12210	microwav	1
12211	mid	53
12212	midday	5
12213	middl	70
12214	middleman	1
12215	middlemen	1
12216	middlesbrough	18
12217	middlesex	1
12218	middleton	1
12219	middlewar	2
12220	midfield	48
12221	midg	1
12222	midland	17
12223	midlothian	1
12224	midnight	13
12225	mido	2
12226	midsom	1
12227	midst	6
12228	midstream	1
12229	midway	6
12230	midweek	1
12231	mighti	6
12232	mignoni	6
12233	migrant	7
12234	migrat	12
12235	miguel	2
12236	mihir	1
12237	mihkail	1
12238	mijatov	1
12239	mikael	1
12240	mike	93
12241	mikel	2
12242	mikhail	24
12243	mikko	3
12244	mikoliuna	2
12245	mikosz	1
12246	mikoyan	1
12247	milan	26
12248	milanesi	4
12249	milburn	31
12250	mild	5
12251	milder	4
12252	mile	22
12253	mileag	2
12254	mileston	3
12255	milian	1
12256	miliband	1
12257	milit	6
12258	militari	25
12259	militia	1
12260	milk	8
12261	milkman	1
12262	millan	2
12263	millar	1
12264	millennium	19
12265	miller	24
12266	millilitr	1
12267	million	397
12268	millionair	8
12269	millisecond	1
12270	millmoor	1
12271	milloud	6
12272	millston	1
12273	millwal	6
12274	millward	1
12275	milner	2
12276	milt	1
12277	milton	4
12278	milverton	1
12279	mim	1
12280	mimic	1
12281	mimick	3
12282	min	1
12283	minar	2
12284	minc	1
12285	minciu	1
12286	mind	102
12287	mindark	1
12288	minded	1
12289	minder	1
12290	mindless	2
12291	mindset	1
12292	miner	8
12293	mineta	1
12294	mineti	1
12295	minghella	1
12296	mingl	1
12297	mini	38
12298	miniatur	2
12299	minicab	1
12300	minidisc	2
12301	minim	4
12302	minimis	2
12303	minimixa	1
12304	minims	1
12305	minimum	27
12306	minion	1
12307	minist	357
12308	ministeri	11
12309	ministri	31
12310	mink	1
12311	minneapoli	3
12312	minnesota	1
12313	minnow	3
12314	minogu	4
12315	minor	41
12316	minus	5
12317	minuscul	1
12318	minut	184
12319	minx	1
12320	mira	1
12321	miracl	4
12322	mirag	1
12323	miralab	1
12324	miramax	2
12325	miranda	1
12326	mirapoint	1
12327	mirco	5
12328	mire	2
12329	miresmaeili	1
12330	mirnyi	2
12331	mirren	2
12332	mirror	14
12333	mirvish	1
12334	mirza	6
12335	mis	3
12336	misamor	3
12337	misappropri	1
12338	miscarriag	5
12339	miscellan	1
12340	mischer	2
12341	mischief	1
12342	misconcept	4
12343	misconduct	3
12344	miscount	1
12345	miscreant	1
12346	misde	2
12347	misdirect	3
12348	misel	1
12349	miser	5
12350	miseri	8
12351	misfeas	1
12352	misfit	1
12353	misgiv	3
12354	misguid	1
12355	mishap	2
12356	misjudg	6
12357	misl	6
12358	mislead	6
12359	mismanag	1
12360	mismatch	1
12361	misplac	3
12362	misprint	1
12363	misr	1
12364	misrepres	3
12365	misrepresent	4
12366	miss	176
12367	misselbrook	1
12368	missi	2
12369	missil	3
12370	mission	20
12371	missionairi	1
12372	missionari	1
12373	mississippi	2
12374	missiv	1
12375	misspel	1
12376	mistak	51
12377	mistaken	2
12378	mister	1
12379	misti	1
12380	mistim	1
12381	mistleto	1
12382	mistress	2
12383	mistrust	3
12384	misunderstand	1
12385	misunderstood	9
12386	misus	12
12387	mit	6
12388	mitch	2
12389	mitchel	7
12390	mitig	2
12391	mitroshin	1
12392	mitsubishi	6
12393	mitsui	3
12394	mitt	1
12395	mittal	2
12396	mix	55
12397	mixtur	8
12398	miyagishima	1
12399	miyazaki	4
12400	mkandawir	1
12401	mladenov	1
12402	mm	2
12403	mma	1
12404	mmc	3
12405	mmf	1
12406	mmo2	2
12407	mmoprg	1
12408	mmorpg	2
12409	mms	7
12410	mo	1
12411	moazzam	4
12412	mob	2
12413	mobi	1
12414	mobil	132
12415	mobilis	2
12416	moblog	3
12417	mobo	4
12418	mock	6
12419	mockeri	2
12420	mod	3
12421	modafinil	3
12422	mode	12
12423	model	100
12424	modem	8
12425	moder	16
12426	modern	48
12427	modernis	8
12428	modest	20
12429	modif	2
12430	modifi	15
12431	modul	1
12432	moet	2
12433	moffat	2
12434	moggi	1
12435	moghadam	1
12436	mogul	8
12437	mogwai	1
12438	mohabbatein	1
12439	moham	4
12440	mohammad	2
12441	mohd	1
12442	mohi	1
12443	mohieldin	1
12444	moilanen	1
12445	moin	1
12446	mojtaba	2
12447	mokoena	1
12448	moldova	1
12449	molecul	1
12450	molecular	1
12451	molest	3
12452	molik	8
12453	molina	1
12454	molineux	1
12455	molli	2
12456	molloy	1
12457	molsiri	1
12458	molten	1
12459	molyneux	1
12460	mom	3
12461	moment	134
12462	momentum	21
12463	monaco	3
12464	monarchi	2
12465	mond	1
12466	mondavi	1
12467	monday	177
12468	monetari	33
12469	monetis	2
12470	money	280
12471	moneychang	1
12472	monfil	2
12473	mong	1
12474	monger	2
12475	mongolia	1
12476	mongolian	1
12477	mongrel	2
12478	monica	7
12479	monik	2
12480	monitor	69
12481	monk	1
12482	monkey	2
12483	monkhous	1
12484	monolith	1
12485	monologu	1
12486	monopoli	13
12487	monopolis	1
12488	monotoni	1
12489	monsanto	1
12490	monsoon	5
12491	monster	14
12492	mont	2
12493	montan	1
12494	montego	1
12495	monteiro	1
12496	monteith	2
12497	montenegro	5
12498	monterey	1
12499	monterrey	2
12500	montezemolo	1
12501	montgomeri	3
12502	month	626
12503	monti	3
12504	montieth	1
12505	montpelli	1
12506	montreal	1
12507	montros	1
12508	monument	7
12509	mony	1
12510	mood	22
12511	moodi	19
12512	moon	3
12513	moor	18
12514	moorcroft	2
12515	moot	2
12516	mop	2
12517	mope	1
12518	moral	24
12519	moran	4
12520	moratino	1
12521	moratorium	6
12522	morchio	1
12523	moreau	1
12524	morehous	1
12525	moreno	3
12526	moreov	2
12527	morgan	48
12528	morgenstern	2
12529	mori	3
12530	morient	6
12531	morin	1
12532	morioka	1
12533	moritz	1
12534	morley	1
12535	morn	63
12536	moroccan	4
12537	morocco	4
12538	morpeth	1
12539	morph	1
12540	morphem	2
12541	morpheus	1
12542	morquendi	2
12543	morri	14
12544	morrison	9
12545	morrissey	4
12546	morrow	1
12547	mortal	2
12548	mortem	1
12549	mortgag	31
12550	morton	1
12551	moscow	12
12552	mosh	1
12553	mosqu	1
12554	mosquito	1
12555	moss	2
12556	mostyn	1
12557	mothbal	1
12558	mother	37
12559	motherboard	2
12560	mothercar	1
12561	motherhood	1
12562	motherwel	1
12563	motif	1
12564	motion	29
12565	motiv	53
12566	motjaba	1
12567	motley	1
12568	motor	31
12569	motorbik	2
12570	motorcad	1
12571	motorcycl	24
12572	motorcyl	1
12573	motorhead	2
12574	motoris	2
12575	motorist	2
12576	motormouth	3
12577	motorola	15
12578	motorsport	1
12579	mott	2
12580	motto	3
12581	mottram	2
12582	mouflon	1
12583	mould	10
12584	mount	28
12585	mountabl	1
12586	mountain	18
12587	mourinho	19
12588	mourn	4
12589	mous	17
12590	mousa	1
12591	mouskouri	1
12592	moustach	1
12593	mouth	10
12594	movabletyp	1
12595	movement	43
12596	mover	1
12597	movi	149
12598	movielink	1
12599	mowbray	1
12600	mowden	1
12601	mower	1
12602	moxey	2
12603	moy	3
12604	moya	12
12605	moynihan	1
12606	mozambiqu	5
12607	mozart	2
12608	mozilla	3
12609	mp	77
12610	mp3	25
12611	mp3g	1
12612	mp3s	3
12613	mpaa	4
12614	mpc	8
12615	mpeg	1
12616	mpeg4	1
12617	mph	1
12618	mpio	1
12619	mps	97
12620	mpx	2
12621	mr	790
12622	mri	2
12623	mrs	18
12624	ms	109
12625	msc	1
12626	msci	1
12627	mscps	1
12628	msn	15
12629	msp	5
12630	msps	6
12631	mtfg	1
12632	mtn	1
12633	mtsensk	1
12634	mtv	19
12635	mubanga	5
12636	mubarak	1
12637	muck	1
12638	mud	3
12639	muddi	5
12640	muddl	3
12641	mudslid	1
12642	mueller	2
12643	muffin	1
12644	mug	4
12645	mugger	2
12646	muhammad	2
12647	mukasa	1
12648	mukerje	1
12649	mukesh	3
12650	mukherje	3
12651	mule	2
12652	mulhous	1
12653	mull	8
12654	mullah	1
12655	mullen	3
12656	muller	1
12657	mullet	1
12658	mulligan	2
12659	multi	41
12660	multicor	1
12661	multidimension	2
12662	multidisciplinari	1
12663	multifoc	1
12664	multilater	5
12665	multilingu	2
12666	multimedia	27
12667	multin	1
12668	multipl	28
12669	multiplay	8
12670	multiplex	1
12671	multiprocess	1
12672	multitud	4
12673	mulugeta	1
12674	mulyani	1
12675	mum	4
12676	mumbai	5
12677	muna	1
12678	munchi	1
12679	mundan	1
12680	mungo	1
12681	munich	14
12682	municip	2
12683	munoz	1
12684	munro	1
12685	munster	8
12686	munsterman	1
12687	murambadoro	1
12688	murder	29
12689	murdoch	4
12690	muriel	1
12691	murki	3
12692	murphi	27
12693	murray	22
12694	murrayfield	15
12695	musampa	2
12696	muscl	11
12697	muse	5
12698	museum	15
12699	musharraf	3
12700	mushi	1
12701	mushroom	2
12702	music	261
12703	musician	29
12704	musicmatch	1
12705	musicolog	2
12706	musicologist	1
12707	musiwav	1
12708	muslim	23
12709	muso	1
12710	musselburgh	1
12711	musselman	2
12712	mustafa	3
12713	mustang	1
12714	muster	1
12715	mustn	1
12716	mutant	1
12717	mutat	2
12718	mute	5
12719	mutil	1
12720	mutini	3
12721	mutola	1
12722	mutu	2
12723	mutual	19
12724	mutv	1
12725	muzaffarabad	1
12726	mw	2
12727	mycokemus	2
12728	mydoom	4
12729	myer	5
12730	myerscough	1
12731	myra	1
12732	myriad	1
12733	myrio	1
12734	myron	1
12735	myskina	7
12736	mysteri	10
12737	mystic	1
12738	mystifi	4
12739	myth	4
12740	mythic	1
12741	mytholog	4
12742	n	27
12743	n64	1
12744	na	3
12745	naamsa	1
12746	nachison	1
12747	nacho	2
12748	nadal	11
12749	nadia	4
12750	nadu	2
12751	naftohaz	1
12752	nag	1
12753	nagano	1
12754	naguib	1
12755	naik	1
12756	nail	6
12757	nailbit	1
12758	nair	1
12759	naira	1
12760	nairobi	3
12761	naiv	6
12762	naiveti	1
12763	nake	3
12764	nalbandian	5
12765	nameless	1
12766	namesak	2
12767	namibia	2
12768	namibian	1
12769	namouchi	1
12770	nan	3
12771	nana	1
12772	nanavati	1
12773	nanci	3
12774	nandrolon	1
12775	nanga	1
12776	nanik	1
12777	nanj	1
12778	nanni	11
12779	nano	4
12780	nanoparticl	1
12781	nanoscal	1
12782	nanotechnolog	2
12783	nant	1
12784	nanuku	1
12785	nao	4
12786	naoki	2
12787	naomi	3
12788	napalm	1
12789	napier	3
12790	napkin	1
12791	napoleon	4
12792	nappi	1
12793	napster	15
12794	narbonn	3
12795	narcolepsi	1
12796	narcot	1
12797	naresh	2
12798	nari	2
12799	narobi	1
12800	narrat	3
12801	narraway	1
12802	narrow	19
12803	narrowband	1
12804	narrowli	12
12805	nas	2
12806	nasa	4
12807	nascent	2
12808	nasdaq	11
12809	nash	2
12810	nashvill	1
12811	nassau	1
12812	nasti	8
12813	nastiest	1
12814	nat	2
12815	natali	14
12816	natasha	5
12817	nate	2
12818	natexi	2
12819	nath	2
12820	nathali	10
12821	nathan	5
12822	nation	451
12823	nationalis	2
12824	nationalist	1
12825	nationwid	14
12826	nativ	10
12827	nato	2
12828	nattrass	1
12829	natur	96
12830	natwest	1
12831	naud	1
12832	nauseat	1
12833	naval	2
12834	navarednam	1
12835	navi	3
12836	navig	22
12837	navratilova	1
12838	naxo	2
12839	naysmith	1
12840	nazarbayev	1
12841	nazi	11
12842	nazional	1
12843	nazism	1
12844	nba	2
12845	nbc	10
12846	ncb	1
12847	ncci	1
12848	ne	1
12849	nea	1
12850	neal	2
12851	neaptid	1
12852	near	185
12853	nearbi	8
12854	nearest	1
12855	neasden	1
12856	neat	10
12857	neath	6
12858	nebraska	2
12859	nec	10
12860	necess	3
12861	necessari	39
12862	necessarili	17
12863	neck	15
12864	necklac	1
12865	ned	1
12866	need	535
12867	needi	1
12868	needl	2
12869	needless	10
12870	neesken	1
12871	neeson	7
12872	negar	1
12873	negat	33
12874	neglect	3
12875	neglig	5
12876	negoti	72
12877	negra	1
12878	negrasmus	1
12879	negropont	2
12880	neidl	2
12881	neighbour	13
12882	neighbourhood	5
12883	neil	26
12884	neill	7
12885	neilsen	1
12886	neilson	1
12887	nelli	6
12888	nelson	6
12889	nem	2
12890	nemesi	1
12891	nemeth	1
12892	nemo	7
12893	neo	2
12894	neon	1
12895	nepal	2
12896	nephew	1
12897	nerdi	1
12898	neri	1
12899	nerv	17
12900	nerveless	1
12901	nervi	1
12902	nervous	24
12903	nesbit	2
12904	ness	1
12905	nest	3
12906	nestl	1
12907	nestor	4
12908	net	201
12909	netanyahu	1
12910	netcraft	6
12911	netherdal	1
12912	netherland	26
12913	netmd	2
12914	netrat	4
12915	netscap	2
12916	netski	1
12917	netsur	1
12918	nettl	2
12919	network	172
12920	neull	1
12921	neumi	1
12922	neuron	2
12923	neuroprosthesi	2
12924	neuroscientist	1
12925	neurosi	1
12926	neurot	1
12927	neuter	1
12928	neutral	6
12929	neverland	15
12930	nevermind	1
12931	neverwint	1
12932	nevi	3
12933	nevill	8
12934	nevo	1
12935	nevosl	1
12936	nevzlin	1
12937	new	981
12938	newark	1
12939	newbi	1
12940	newbridg	1
12941	newburi	2
12942	newcastl	56
12943	newcom	18
12944	newcomb	1
12945	newer	8
12946	newest	7
12947	newey	1
12948	newham	2
12949	newli	19
12950	newman	1
12951	newmarket	1
12952	newport	7
12953	newri	1
12954	news	370
12955	newscast	1
12956	newsgam	1
12957	newslett	2
12958	newsnight	9
12959	newsom	1
12960	newspap	118
12961	newsround	1
12962	newton	7
12963	nexus	1
12964	nfl	2
12965	nfor	1
12966	nfox	2
12967	ngom	1
12968	ngos	1
12969	nhl	1
12970	nhs	19
12971	nhtcu	3
12972	nhtsa	1
12973	ni	3
12974	nia	1
12975	nibbl	2
12976	nice	36
12977	nicer	2
12978	nich	13
12979	nichol	8
12980	nichola	10
12981	nicholson	2
12982	nick	31
12983	nickel	2
12984	nicki	6
12985	nicklebi	1
12986	nicknam	11
12987	nicoal	1
12988	nicol	6
12989	nicola	26
12990	nicolaisen	2
12991	nicotin	3
12992	niebaum	2
12993	niekerk	2
12994	niel	2
12995	nielsen	12
12996	nielson	2
12997	nieminen	1
12998	nienhui	1
12999	niesr	1
13000	nigel	18
13001	nigeria	4
13002	nigerian	7
13003	nigg	1
13004	niggl	8
13005	nighi	2
13006	night	113
13007	nightclub	9
13008	nightfir	1
13009	nighti	4
13010	nightmar	11
13011	nightmarish	1
13012	nightspot	1
13013	nihat	1
13014	nihon	1
13015	nike	2
13016	nikkei	5
13017	nikki	1
13018	nikkocitigroup	1
13019	nikla	1
13020	nikolaev	1
13021	nikolai	1
13022	nikolay	3
13023	nil	1
13024	nile	1
13025	nimbl	2
13026	nimrod	1
13027	nina	1
13028	nineteen	2
13029	nineteenth	1
13030	nineti	2
13031	ninja	1
13032	nintendo	24
13033	ninth	16
13034	nioc	1
13035	nip	2
13036	nippl	3
13037	nippon	3
13038	niro	12
13039	nirupama	1
13040	nirvana	3
13041	niscc	1
13042	nishikawa	1
13043	nishioka	1
13044	nissan	6
13045	nistelrooy	7
13046	nitoglia	7
13047	nitrogen	1
13048	niven	2
13049	nixon	1
13050	niyazov	1
13051	nm	2
13052	nm2	1
13053	nme	4
13054	noah	1
13055	noam	2
13056	nobel	1
13057	nobl	2
13058	nobodi	31
13059	nobutaka	1
13060	nod	15
13061	node	1
13062	noe	1
13063	noel	8
13064	nog	1
13065	nogar	2
13066	noggin	1
13067	nois	13
13068	noisi	3
13069	nokia	28
13070	nolan	2
13071	nolberto	1
13072	noll	1
13073	nomad	4
13074	nomar	1
13075	nomin	98
13076	nomine	41
13077	nomura	3
13078	non	99
13079	nonchant	1
13080	nonetheless	6
13081	nonethless	1
13082	nonsens	10
13083	nonu	1
13084	noon	16
13085	nop	3
13086	nope	1
13087	nora	1
13088	norah	4
13089	norbert	2
13090	nordic	1
13091	nordstrom	1
13092	nordt	1
13093	norfolk	8
13094	norm	1
13095	norma	2
13096	normal	70
13097	normalci	1
13098	norman	9
13099	normandi	1
13100	normanton	1
13101	norrel	2
13102	norri	2
13103	nortel	3
13104	north	95
13105	northampton	10
13106	northamptonshir	1
13107	northeast	2
13108	northern	58
13109	northolt	1
13110	northstar	1
13111	northumberland	1
13112	northumbria	1
13113	northwest	1
13114	norton	3
13115	norvasc	1
13116	norway	15
13117	norwegian	7
13118	norwich	23
13119	nose	7
13120	nostalg	1
13121	nostalgia	6
13122	notabl	11
13123	notch	9
13124	note	56
13125	notebaert	1
13126	notebook	5
13127	noteboook	2
13128	noth	136
13129	notic	34
13130	notif	1
13131	notifi	11
13132	notion	10
13133	notori	11
13134	notorieti	1
13135	nott	3
13136	nottingham	11
13137	nottinghamshir	2
13138	nottm	2
13139	notwithstand	2
13140	nou	6
13141	nous	2
13142	novak	1
13143	novarti	1
13144	novastream	2
13145	novatech	1
13146	novel	35
13147	novelist	5
13148	novelti	2
13149	novemb	167
13150	novic	3
13151	novo	2
13152	novocheboksarsk	1
13153	novosel	1
13154	nowaday	7
13155	nowher	9
13156	nozaki	1
13157	npd	3
13158	nrj	1
13159	nspcc	1
13160	nt	4
13161	ntimban	1
13162	ntl	7
13163	ntpc	1
13164	ntt	3
13165	ntv	1
13166	nu	1
13167	nuclear	15
13168	nude	2
13169	nudg	4
13170	nuditi	5
13171	nuisanc	9
13172	nuj	1
13173	nuke	1
13174	nullifi	2
13175	numb	1
13176	number	547
13177	numer	21
13178	numeraci	2
13179	numeriqu	1
13180	numi	1
13181	nun	1
13182	nunez	2
13183	nureyev	1
13184	nurs	12
13185	nurseri	5
13186	nursultan	1
13187	nurtur	2
13188	nut	3
13189	nutrit	3
13190	nutter	3
13191	nx	1
13192	ny	2
13193	nyanga	6
13194	nye	1
13195	nymex	1
